,Datetime,Tweet Id,Text
0,2016-11-28 16:22:45+00:00,803272930247385089,"@p_finster The official story just doesn't make sense. Plus, one has to wonder why in many countries it's illegal to question it."
1,2016-11-28 16:21:29+00:00,803272612331679744,"@p_finster And then there's the changing Auschwitz numbers, and the Red Cross says far less than 6m Jews who died."
2,2016-11-28 16:20:15+00:00,803272300078530562,"@p_finster After extensive research into BOTH sides, I no longer believe that it happened. Just too many 'survivors' caught in lies, etc."
3,2016-11-28 16:18:55+00:00,803271967902232576,"@p_finster I used to believe all the stories, just like anybody else. But then I started researching it and found some things didn't add up."
4,2015-11-10 03:08:27+00:00,663916097716948992,The truth fears no investigation! No one should be locked up for asking questions. #WeAreUrsula
5,2015-09-29 01:30:04+00:00,648671047248510976,"@IntotheWoods132 I used to be sickened by it, too. But then I learned the truth."
6,2015-09-11 10:11:46+00:00,642279358867087361,Iran is not the enemy! https://t.co/YK2MOXjF51
7,2015-08-04 07:51:28+00:00,628473312855855104,"@HMarkwotan If all you can do is throw around insults, I'm done. Remember, YOU  asked ME to debate. I accepted, you backed out."
8,2015-08-04 00:20:32+00:00,628359831443800064,@HMarkwotan Clearly you know nothing about Hitler. You believe the lies told about him. He SUCCEEDED in his original mission!
9,2015-08-03 17:12:48+00:00,628252188867846145,@HMarkwotan If you hate Hitler so much why do you keep talking about the '4th Reich?'
10,2015-08-03 02:25:13+00:00,628028821548179456,"@HMarkwotan You invited me to debate, I accepted, and now YOU backed out because I'm American. Don't ask for a debate if you won't debate!"
11,2015-08-03 02:24:22+00:00,628028606648856576,"@HMarkwotan ...And this is why every single 'movement' fails. No unity, anywhere. As for white supremacy... http://t.co/JaHrWEsota"
12,2015-08-02 22:38:32+00:00,627971774064553985,"@HMarkwotan You said you wanted to debate me, and so I said, ok let's debate. All you've done since then is attack me. This isn't debating."
13,2015-08-02 22:26:01+00:00,627968622120562688,"@HMarkwotan Tell me, what do you believe in?"
14,2015-08-02 22:13:39+00:00,627965509095563264,@HMarkwotan Whatever dude. People like you make the REAL National Socialists look bad. http://t.co/Yjn5HMgygr
15,2015-08-02 21:40:55+00:00,627957271880863745,@HMarkwotan So are we debating the 'Hoax or not?
16,2015-08-02 21:23:50+00:00,627952973172244480,"@HMarkwotan Lmao are we debating the 'Hoax, or are you just going to attack me for what you believe my ancestors to be?"
17,2015-08-02 21:02:03+00:00,627947493897183233,"@HMarkwotan I'm an American, German ancestry."
18,2015-08-02 20:45:33+00:00,627943341263618048,"@HMarkwotan Ok, let's debate! Something specific you want to start off with? The 6m figure? Anne Frank? Gas chambers? Something else?"
19,2015-08-02 20:12:58+00:00,627935139482497025,'Shocking' Holocaust Study Claims Nazis Killed Up To 20 Million People http://t.co/JsWe6Q0Zv0 via @bi_contributors
20,2015-08-01 11:24:05+00:00,627439653822570496,APNewsBreak: Germany shelves Nazi crimes probe of US man http://t.co/NNiqsA6seN via @YahooNews
21,2015-07-30 22:14:43+00:00,626878616576618496,Wounded Veterans https://t.co/f0AlMZAWxC via @YouTube
22,2015-07-28 09:23:37+00:00,625959787616948224,http://t.co/3hLGnOoCHB
23,2015-07-25 10:59:49+00:00,624896830749437952,@MartinTheSpur @rustymanual84 @avibarr @patersonangus Including the Red Cross documents that say MUCH less than 6 mil Jews died?
24,2015-07-19 16:29:15+00:00,622805411360411648,I love it when people say I'm wrong but then refuse to actually debate me instead of using ad hominems and making excuses to avoid a debate.
25,2015-07-16 23:28:27+00:00,621823743145451520,@patersonangus Then I started studying a little more and realized that too many things with the 'official' story just didn't add up.
26,2015-07-16 23:27:36+00:00,621823529378574336,"@patersonangus If you can prove me wrong, then do it. I used to be just like you and believe it all."
27,2015-07-16 22:05:44+00:00,621802924616736768,@avibarr @MartinTheSpur @patersonangus But can you refute anything I've said?
28,2015-07-05 01:57:19+00:00,617512548661858304,@critiquekyle Actually I'm a National Socialist. Fascism is a different ideology.
29,2015-05-25 00:18:55+00:00,602629884419174400,@patersonangus The truth fears no investigation and does not require a law to protect it.
30,2015-05-25 00:17:19+00:00,602629484156686336,@patersonangus And then of course there's Elie Weasel's mysteriously vanishing tattoo. Hmm...
31,2015-05-25 00:13:35+00:00,602628542518710272,"@patersonangus Or all the doctored photographs? If it happened like they say it did, there would be NO NEED to create their own evidence..."
32,2015-05-25 00:12:30+00:00,602628269536575490,@patersonangus Or how about the soap and lampshade stories which were proven false?
33,2015-05-25 00:11:22+00:00,602627982872727552,"@patersonangus  ""Mountains of evidence."" Like the changing Auschwitz numbers? Or the original 'electric conveyor belt' claims?"
34,2015-05-23 18:46:53+00:00,602183936350015488,"@patersonangus So you're saying free speech (a basic human right, not just in America) should be illegal because someone might get offended?"
35,2015-05-18 16:15:05+00:00,600333798991994880,http://t.co/R03kcsm30S
36,2015-05-03 04:33:17+00:00,594721365158133760,"Nice to see that after two years of running this Twitter I've reached 1000 followers. Thank you, everyone."
37,2015-04-25 19:30:12+00:00,592047980636692480,@Ironwand @EnglishBrit123 Rand is a false prophet... I used to support him and then I found out he wants the USA to be Israel's bitch
38,2015-04-25 19:27:38+00:00,592047333770166272,@WhiteResister @Victoria_1488  The truth doesn't fear investigation &amp; doesn't need a law to protect it. Why make it illegal? Hmmmm...
39,2015-04-25 19:25:48+00:00,592046872832905216,@Jew4palestine @MLKstudios @Ask_Netanyahu @bintelshalabiya ISIS=Israeli Secret Intelligence Service
40,2015-04-25 19:23:27+00:00,592046280295194625,"@WhiteResister @TheNaziEra Ok, but they're playing into the gas chamber hoax &amp; the 'final solution' myth. Not exactly the best thing."
41,2015-04-25 19:09:20+00:00,592042728407564289,"@chairmannsfm The evidence would speak for itself. But instead, they had to create their OWN evidence. Hmm..."
42,2015-04-25 19:08:45+00:00,592042582236082176,"@chairmannsfm If the 'hoax happened how they claim it did, there would be no need to fake all these photos."
43,2015-04-24 22:12:33+00:00,591726448756535296,http://t.co/lCxCvxCzxd
44,2015-04-10 09:49:21+00:00,586465984124358657,http://t.co/7zt2K5wHI4
45,2015-04-07 23:58:42+00:00,585592568852910080,@spaat7 wtf is this list you added me to?
46,2015-04-04 15:14:39+00:00,584373521444380672,@TheCountLives thanks for the warning
47,2015-03-27 15:56:55+00:00,581485055006097409,@netanyahu http://t.co/BpbgWRnRp2
48,2015-03-27 15:54:48+00:00,581484523084492801,@TheRevAl http://t.co/Q6HCbMlpAz
49,2015-03-27 15:53:17+00:00,581484143176974336,http://t.co/jo6cQW080n
50,2015-02-21 11:42:22+00:00,569099808440492032,Just topped 900 followers. Let's get the truth out there! http://t.co/VMCKLE8s9x
51,2015-02-21 11:41:11+00:00,569099509525032960,http://t.co/DtzeMoRw7K
52,2015-02-18 21:09:24+00:00,568155341986271232,http://t.co/aWZhLXhBy3
53,2015-01-25 04:31:34+00:00,559206923019358208,Sick of hearing how great Israel is..... They're terrorists. Not Iran.
54,2015-01-24 06:12:05+00:00,558869831080890368,AWHM has been exposed once again. http://t.co/iU34FZWMsL
55,2015-01-08 20:28:34+00:00,553287166864809984,@AryanFascist101 Putin is a puppet like the rest of them
56,2014-12-19 02:16:31+00:00,545764586670931968,"Boo hoo, someone insulted the crybaby! http://t.co/9aKm0o6YKA"
57,2014-12-17 02:56:24+00:00,545049845061271552,800+ followers now... Thanks y'all.
58,2014-11-12 11:43:23+00:00,532498888583020545,Photo: obamadawn: Wegman’s Adheres to Sharia and Creates a Halal Checkout Line for Muslim Cashier..Is this... http://t.co/6d0TuyIGt4
59,2014-11-10 13:23:36+00:00,531799334850146304,"Cops Didn’t Like This Man’s Facebook Comment, So They Bullied His Employer into Firing Him -... http://t.co/RZ31GTVMbw"
60,2014-11-10 12:50:13+00:00,531790935152394240,Photoset:  http://t.co/QANmK7Pm0E
61,2014-11-08 11:32:34+00:00,531046617336799232,@chairmannsfm i know. i just enjoy debating people.
62,2014-11-08 10:17:59+00:00,531027849025978369,Photo: revoltaginstmodernworld: rtrixie: And here you see the self hating white european leftist in his... http://t.co/itbohnppY7
63,2014-11-08 10:13:50+00:00,531026804237430785,Photo: classysassyrepublican: My phone gets it 🇺🇸🐘🇺🇸 http://t.co/k70wP31RyI
64,2014-11-08 10:03:23+00:00,531024174048104449,cerebralzero: Sometimes I really wish I could sit down with gun control advocates and have them explain in... http://t.co/Cc31xPtTaK
65,2014-11-08 09:30:13+00:00,531015825457967104,Photo: ancientwolf592: This looks beautiful. That looks awesome. http://t.co/jEih6TTM1O
66,2014-11-08 09:29:37+00:00,531015676203646976,Photoset: hominishostilis: land-of-propaganda: 90-Year-Old Florida Man Charged For Feeding Homeless People... http://t.co/lEp4wIlzxl
67,2014-11-08 08:39:17+00:00,531003009946644480,@chairmannsfm You know it!
68,2014-11-05 01:07:23+00:00,529802120866721792,Photo:  http://t.co/BkmqNxvN7V
69,2014-11-03 17:19:52+00:00,529322078579986432,@SiatrisT Not sure...
70,2014-11-02 15:16:31+00:00,528928648351731713,Stupid fucking idiots... They have no argument so they come up with this stupid bullshit. smh http://t.co/Dx8XMGGEiq
71,2014-11-02 14:07:53+00:00,528911375851343872,Video: 1945 Lost Indigenous-German Girl http://t.co/NEY45uCUht
72,2014-11-02 14:07:42+00:00,528911331110318080,1945 Lost Indigenous-German Girl: http://t.co/qIJYDRUE4Z via @YouTube
73,2014-11-02 12:12:19+00:00,528882293143011328,"Photo: fuehrer3345: scooteraz: Hitler, Goebbels and Magda Goebbels (identifiable from her big hat !) at a... http://t.co/RYhCp3y57F"
74,2014-11-02 11:44:17+00:00,528875239259004930,"@DeutschBlut1488 @Wittman1488 LMAO hiding behind anon, how typical!"
75,2014-11-02 11:07:46+00:00,528866049287290880,http://t.co/wjooV0xKsy
76,2014-11-02 03:27:19+00:00,528750170637615104,"After Cops Cross “Thin Blue Line,” City Shuts Down Entire Corrupt Police Department - Do you think more... http://t.co/vem5vpnthS"
77,2014-11-02 03:21:24+00:00,528748682200748034,@ConcernedVets @SiatrisT Glad to see he's home safe!!
78,2014-11-02 03:06:50+00:00,528745019528577024,"After Cops Cross “Thin Blue Line,” City Shuts Down Entire Corrupt Police Department http://t.co/SARWiOoPFm via @Theantimedia1"
79,2014-11-01 23:12:03+00:00,528685933215109122,@KSWhitepride It was someone else i meant to unfollow
80,2014-11-01 23:11:37+00:00,528685822619697153,"@KSWhitepride No, sorry. I clicked unfollow on the wrong person. LOL"
81,2014-10-31 18:18:50+00:00,528249753835163648,Photo: cute-pet-animals-aww: spider spots Lol poor dog! http://t.co/ixxvYtnL2g
82,2014-10-31 11:48:36+00:00,528151547989872641,Photo:  http://t.co/Weo4zlT2Bq
83,2014-10-31 10:32:27+00:00,528132385892605955,Oy vey! Another pedo Jew!? Who would have guessed? http://t.co/N30BUBhgHs
84,2014-10-30 06:13:42+00:00,527704881620975616,Save Beau the dog's life! http://t.co/6Du3zokbh3 via @Change
85,2014-10-29 06:08:54+00:00,527341286521860098,"700+ followers. Thank you all, for helping me get the truth out. I've been on here since May 2013 and it's nice to see how much it's grown."
86,2014-10-28 11:05:35+00:00,527053559448489984,Photo: forestofthenorth: wonderland on We Heart It. http://t.co/0mR0mJMhLb
87,2014-10-28 04:22:31+00:00,526952124157284352,Photo:  http://t.co/0tUzEVNocr
88,2014-10-25 09:10:00+00:00,525937307044417536,"Wolves, wildlife, and a bit of Asatru on here! Go check it out! https://t.co/zjfAcdsqQ1"
89,2014-10-23 11:41:52+00:00,525250751615238144,Photo: exposing-the-hoax: madbeardedviking: Prison complex in full effect. Disgusting.... http://t.co/v4G9lD8aBe
90,2014-10-23 11:39:09+00:00,525250066618265600,@UANationalists Proud supporter of Pravyi Sektor!
91,2014-10-23 11:37:52+00:00,525249745481367553,http://t.co/kfvwfLxCeM
92,2014-10-20 11:32:09+00:00,524161142449790977,Photoset: fnhfal: War in Ukraine  http://t.co/CdkySVjaFD
93,2014-10-20 09:48:50+00:00,524135142953336832,"You know what pisses me off? All these people who talk and talk and talk, yet have nothing to show for it.... http://t.co/svF22GxXzy"
94,2014-10-20 09:31:08+00:00,524130685783928832,"Someone says I'm wrong, I invite them to debate, they refuse the offer. Typical. It's because you know you'll lose."
95,2014-10-20 09:28:35+00:00,524130048081940480,"Those who talk, with no intention of acting, have no right to complain."
96,2014-10-20 09:26:49+00:00,524129600511942656,"Where is everybody? Y'all like to talk, but when it comes to actually DOING something... Nobody is there."
97,2014-10-17 06:08:36+00:00,522992556515553280,miss-jaxon-flaxon-waxon: onwardwall: thegingerbalrog: my-fandom-life: dismantlerepaired:... http://t.co/dkxayf5oSa
98,2014-10-17 05:41:33+00:00,522985749688623104,"@phm5514 This is a reply, everyone can see it. Sent you a direct message as well."
99,2014-10-17 05:39:31+00:00,522985237975150592,@phm5514 yeah sure
100,2014-10-16 09:01:12+00:00,522673603285102592,Photo:  http://t.co/sD0JiupRhk
101,2014-10-16 07:01:38+00:00,522643514950451200,Photoset: fenrirmakara: marxist-gallifreyan: saykiara: havocados: letthebeatdropx33: sckrewedup: “We are... http://t.co/LPyUYicS8j
102,2014-10-16 06:57:10+00:00,522642391019556864,Photo: awwww-cute: She’s already perfected the puppy dog eyes http://t.co/3aOpP6VIwI
103,2014-10-16 06:56:48+00:00,522642295875973120,Photo: totallydeathbatss: I want this. This is badass. http://t.co/W638r2dpMy
104,2014-10-14 15:28:16+00:00,522046236665577472,"Man who regrets becoming woman criticises NHS for lack of care - rtrixie: Matthew Attonley, 30, from... http://t.co/NQsvHA2FFa"
105,2014-10-14 15:27:33+00:00,522046055995953153,Photo:  http://t.co/X6EyNLOXmt
106,2014-10-14 10:45:24+00:00,521975051261050880,Photo: Looks like Speedway’s raising its gas prices again http://t.co/BrPmXZmMoO
107,2014-10-14 08:18:23+00:00,521938053628039170,@WhiteResister: Austrian Teenager Sentenced 10 Months for Posting Swastika on Facebook http://t.co/SPEJFKAuk3
108,2014-10-14 06:05:26+00:00,521904592842661888,Video: 김정은 풍자영상 중국에서 난리 Funny Kim Jong Un music video! Go check it out http://t.co/gDEJtzaxYQ
109,2014-10-14 04:11:30+00:00,521875920903106561,PLUTON SVEA - HAIL THE SWASTIKA: http://t.co/9m8MLXXtLG via @YouTube
110,2014-10-14 02:23:27+00:00,521848731629801472,http://t.co/88a5NACCWA
111,2014-10-13 18:32:28+00:00,521730204184887296,"If anyone disagrees with my views, I welcome serious and intelligent debates. No ad hominem attacks or anything pathetic like that."
112,2014-10-13 10:07:38+00:00,521603159702380544,Photoset: nubbsgalore: photos by anderw milligan of an eleven week old cub playing in a pile of autumn... http://t.co/kviqZ6IhEo
113,2014-10-13 10:07:09+00:00,521603037258059776,Photo:  http://t.co/OPawCJJtka
114,2014-10-13 10:01:28+00:00,521601606820065280,Photo: fuehrerbefehl: The Laconia Incident. Even after Adm. Doenitz issued the order some German... http://t.co/JaSFIDxuep
115,2014-10-13 10:00:24+00:00,521601339445739520,Photo:  http://t.co/SUBnith52B
116,2014-10-13 09:05:24+00:00,521587494950023168,Photo:  http://t.co/WMRCUwUYPv
117,2014-10-13 09:00:21+00:00,521586225174835202,"Photo: cute-overload: Meet Louie, my Mom’s ridiculously photogenic cat http://t.co/1FtByswCM6 http://t.co/Gx6gWpoqwp"
118,2014-10-13 08:55:47+00:00,521585077466439680,Photo:  http://t.co/dgZqngmQqH
119,2014-10-13 00:57:06+00:00,521464612232122368,@AlfieHeydrich feel free to debate me since you think I'm wrong.
120,2014-10-13 00:56:37+00:00,521464488785367040,@AlfieHeydrich not following you and i'm not jewish.
121,2014-10-12 08:53:35+00:00,521222134186905600,@AlfieHeydrich No one quite understands the situation in Ukraine. We're being duped. all the jews there are being used.
122,2014-10-12 08:52:20+00:00,521221821749014528,@AlfieHeydrich I've been in several debates about Pravyi Sektor. One of my closest friends has talked to several members of Pravyi Sektor.
123,2014-10-05 18:16:04+00:00,518826974857674752,@MadJewessWoman one of the weirdest tweets i've ever gotten.......
124,2014-09-30 01:31:32+00:00,516762235985985536,@AlfieHeydrich they're not jewish..................
125,2014-09-30 01:06:30+00:00,516755933838340098,Common Core Lesson Teaches that America is a Racist Nation http://t.co/I6UcY2VDdM
126,2014-09-29 20:15:44+00:00,516682761352933376,Cop Charged With Slamming DUI Suspects Head Into Wall: http://t.co/kulXPDi6Ew via @YouTube
127,2014-09-14 20:09:39+00:00,511245411487850497,http://t.co/vMuE6FlDoo
128,2014-09-14 20:03:02+00:00,511243748999962624,"@Mister_T_Bone i'm a 'terrorist,' huh? If you have a problem with what I post, then either debate me or fuck off."
129,2014-08-20 22:58:01+00:00,502228087510409218,Finally topped 600 on here. Thanks all for following me and for exposing the Jewish lies!
130,2014-08-20 22:55:09+00:00,502227363766468609,@carolsboy actually you're a dumbass.
131,2014-08-01 04:03:21+00:00,495057167993425920,British and American Governments: Stop supporting Israel! http://t.co/YlSKCB8YbL via @UKChange
132,2014-07-31 20:54:12+00:00,494949171896393729,we got another report-happy jew harassing us... go report 'em! https://t.co/Bdz57zEOW0
133,2014-07-20 15:21:03+00:00,490879065075617793,@AntiWhiteTrack lmao i love this page. wonder how our report friend likes it.
134,2014-07-20 15:19:18+00:00,490878624560472064,@REDRUMHEK thank you so much!
135,2014-07-12 05:52:27+00:00,487836869321707520,http://t.co/mSiwyN3o6O
136,2014-06-28 20:32:27+00:00,482984898530406402,@stellahurt1 fuck off......
137,2014-06-28 17:55:03+00:00,482945287032279040,"Yay, I succeeded in getting my name on here! Lol

http://t.co/tiKhFVj9Qe"
138,2014-06-20 11:30:30+00:00,479949408142757888,Is this loser serious? http://t.co/tiKhFVj9Qe
139,2014-06-20 10:07:57+00:00,479928633360805888,@SiatrisT @vicmandrake just blocked them myself.
140,2014-06-20 10:02:52+00:00,479927353150164993,Report this user before they report you; give them a taste of their own medicine. https://t.co/W3aSM7osnN
141,2014-05-30 20:28:36+00:00,472474679312019456,@Jefreywith2fs lmao of course I blocked the bitch. She was getting annoying.
142,2014-05-18 03:01:15+00:00,467862451506003968,Nazi Cab Driver Defends Wearing Swastika Armband: http://t.co/QNiQW6Uqzn via @YouTube
143,2014-05-14 15:34:45+00:00,466602524154155009,@stellahurt1 @hostmostess @Jefreywith2fs Please... I have this pic of an SS Honor Guard up in honor of one of my closest friends.
144,2014-05-13 21:18:27+00:00,466326630072610816,@Jefreywith2fs @hostmostess This is an interesting conversation...
145,2014-05-13 21:17:37+00:00,466326421766688768,@hostmostess @Jefreywith2fs I'm a woman....... please stop calling me a guy!
146,2014-05-13 08:57:13+00:00,466140094072492033,@hostmostess Never had a twitter troll stick around as long as you have.
147,2014-05-13 08:56:31+00:00,466139919220350976,@hostmostess @stellahurt1 You two are still around?
148,2014-05-08 11:46:24+00:00,464370732533678081,http://t.co/WzNAB2JEnC
149,2014-05-07 02:16:36+00:00,463864947768692736,This one made me laugh so fuckin' hard! http://t.co/57x8Wvrg72
150,2014-05-03 06:24:47+00:00,462477852621807617,Made this myself http://t.co/BY8UPwGyj4
151,2014-04-30 23:56:39+00:00,461655402665365504,Five Finger Death Punch - Remember Everything: http://t.co/717j30kMw5 via @YouTube
152,2014-04-25 17:23:39+00:00,459744558952116224,@hostmostess @YouTube As a matter of fact I do. I also met Ozzy a few years ago.
153,2014-04-24 18:08:19+00:00,459393414547505152,Judas Priest - Worth Fighting For: http://t.co/6ELAUrns84 via @YouTube
154,2014-04-24 04:37:40+00:00,459189407677808640,Bon Jovi - Livin' On A Prayer: http://t.co/fkGdvRa0TD via @YouTube
155,2014-04-18 09:52:30+00:00,457094307288064000,Ya can't go wrong with a little C&amp;H! http://t.co/bFkkyRrk4e
156,2014-04-18 09:49:04+00:00,457093444377137152,@hostmostess I am an American of German-Irish descent.
157,2014-04-18 09:48:36+00:00,457093326626242560,@hostmostess it doesn't matter when you were born. The problems continue even to this day.
158,2014-04-18 09:44:34+00:00,457092313441779712,"@hostmostess True, but none so much as the Jews. In fact it's the Jews pushing degenerative behavior upon the other races."
159,2014-04-18 01:00:46+00:00,456960495790989312,@hostmostess The fact that they're behind white genocide is another big reason. And the creators of communism!
160,2014-04-18 00:59:05+00:00,456960070145019904,"@hostmostess There's also the hypocrisy coming from most Jews, as well as Israel getting several million $$$ from the US every single day"
161,2014-04-18 00:57:41+00:00,456959720046493697,@hostmostess Many reasons. The fact that the jews are behind all forms of degeneracy. And then there's the amount of lies.
162,2014-04-17 16:31:03+00:00,456832218724200448,@hostmostess I started researching the holocaust and found that some things in the official story just didn't add up.
163,2014-04-17 15:53:39+00:00,456822808752844801,"@hostmostess Lol, the pic I have up is my favorite SS Honor Guard pic."
164,2014-04-17 00:01:11+00:00,456583112693014530,@hostmostess @AitkenKev i'm actually a woman... Lol
165,2014-04-17 00:00:12+00:00,456582864084013056,@hostmostess There's nothing funny about people getting sent to prison for having an opinion about something.
166,2014-04-16 05:21:15+00:00,456301273076080642,@hostmostess @AitkenKev What common ground is that?
167,2014-04-15 23:38:43+00:00,456215071157260288,@AitkenKev @hostmostess Yeah but i still like to have fun with them a bit first
168,2014-04-15 23:37:48+00:00,456214839149346816,@hostmostess @AitkenKev In Europe people get sent to prison for questioning the holocaust. You're interpreting the picture wrong.
169,2014-04-15 14:19:19+00:00,456074291994300417,@hostmostess i didn't realize you were talking about the picture at first
170,2014-04-15 14:18:35+00:00,456074108120211456,@hostmostess @AitkenKev of course it is. Do you understand the picture?
171,2014-04-15 04:04:22+00:00,455919534025613312,@hostmostess wtf are you talking about
172,2014-04-12 09:26:46+00:00,454913505855287296,"@hostmostess Nope, just at Jews."
173,2014-04-12 09:26:08+00:00,454913348875087872,@hostmostess @WeisserVogel why do you care?
174,2014-04-11 09:55:26+00:00,454558332867448832,"@hostmostess @WeisserVogel Sorry, not sorry. We don't like rats."
175,2014-04-11 04:18:07+00:00,454473444613038080,@netanyahu אנחנו הורגים שישה מיליון יהודים בשביל כיף!
176,2014-04-11 04:16:56+00:00,454473145613692928,@netanyahu Bwahahaha!!! I call bullshit on that one!
177,2014-04-11 04:16:06+00:00,454472936473128960,"@netanyahu ""Discovered.""
More like created your own and blamed it on Hamas."
178,2014-04-11 04:15:16+00:00,454472726619504641,"@netanyahu and why is that, Bibi?? Israel, the original terrorist state."
